date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:50	23810/23810	---MCZ	200	added ('OK')	text/css	etag:W/%224554272-5d02-6153b005%22	http://acrotel/common/css/board.css?v=20211231074236	C:/My%20Web%20Sites/acrotel/acrotel/common/css/board9139.css	(from http://acrotel/board/delete.php?page=2&board_id=press&search_type=&search_word=&idx=)
19:42:51	0/-1	---M--	302	error ('')			http://acrotel/images/common/ico/dot2.gif	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/dot2.124.delayed	(from http://acrotel/common/css/base.css?v=20211231074236)
19:42:51	0/-1	---M--	302	error ('')			http://acrotel/images/common/bul_sqr1.gif	C:/My%20Web%20Sites/acrotel/acrotel/images/common/bul_sqr1.125.delayed	(from http://acrotel/common/css/base.css?v=20211231074236)
19:42:51	0/-1	---M--	302	error ('')			http://acrotel/common/css/images/common/btn_bul1.png	C:/My%20Web%20Sites/acrotel/acrotel/common/css/images/common/btn_bul1.126.delayed	(from http://acrotel/common/css/content.css?v=20211231074236)
19:42:51	0/-1	---M--	302	error ('')			http://acrotel/images/common/btn_gnb1.gif	C:/My%20Web%20Sites/acrotel/acrotel/images/common/btn_gnb1.127.delayed	(from http://acrotel/common/css/content.css?v=20211231074236)
19:42:51	19810/19810	---MCZ	200	added ('OK')	application/javascript	etag:W/%2245487e4-4d62-6153b016%22	http://acrotel/common/js/common.js?v=20211231074236	C:/My%20Web%20Sites/acrotel/acrotel/common/js/common9139.js	(from http://acrotel/board/delete.php?page=2&board_id=press&search_type=&search_word=&idx=)
19:42:51	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:51%20GMT	http://acrotel/reserve/images/bg1.png	C:/My%20Web%20Sites/acrotel/acrotel/reserve/images/bg1.png	(from http://acrotel/common/css/content.css?v=20211231074236)
19:42:51	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:51%20GMT	http://acrotel/reserve/images/bg2.png	C:/My%20Web%20Sites/acrotel/acrotel/reserve/images/bg2.png	(from http://acrotel/common/css/content.css?v=20211231074236)
19:42:51	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:51%20GMT	http://acrotel/images/sitemap/bg_tit1.gif	C:/My%20Web%20Sites/acrotel/acrotel/images/sitemap/bg_tit1.gif	(from http://acrotel/common/css/content.css?v=20211231074236)
19:42:52	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:51%20GMT	http://acrotel/images/sustainability/ico7_1_1.png	C:/My%20Web%20Sites/acrotel/acrotel/images/sustainability/ico7_1_1.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:52	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:52%20GMT	http://acrotel/images/common/ico/bg_tit1.png	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/bg_tit1.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:52	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:52%20GMT	http://acrotel/images/common/ico/ico_home2.png	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/ico_home2.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:52	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:52%20GMT	http://acrotel/images/common/ico/ico_back1.png	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/ico_back1.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:53	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:52%20GMT	http://acrotel/images/common/ico/ico_qna1.png	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/ico_qna1.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:53	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:52%20GMT	http://acrotel/images/common/ico/bg_line1.png	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/bg_line1.png	(from http://acrotel/common/css/board.css?v=20211231074236)
19:42:53	219/219	---MC-	302	error ('Found')	text/html	date:Fri,%2031%20Dec%202021%2010:42:53%20GMT	http://acrotel/images/common/ico/ico_loding.gif	C:/My%20Web%20Sites/acrotel/acrotel/images/common/ico/ico_loding.gif	(from http://acrotel/common/css/board.css?v=20211231074236)
